genome.genome_id	genome.biosample_accession	genome.geographic_location	genome.isolation_country	genome.collection_date	genome.collection_year
1733.3077	SAMEA1103135		Pakistan	2014-2015	
1733.3080	SAMEA1103138	Italy	Italy	2008-2016	
1733.3081	SAMEA1103139	Italy	Italy	2008-2016	
1733.3085	SAMEA1103143	Italy	Italy	2008-2016	
1733.3089	SAMEA1103147		Pakistan	2014-2015	
1733.3093	SAMEA1103151	Italy	Italy	2008-2016	
1733.3096	SAMEA1103154	Italy	Italy	2008-2016	
1733.3099	SAMEA1103157		Pakistan	2014-2015	
1733.3101	SAMEA1117567	Birmingham	United Kingdom	2009-2017	
1733.3104	SAMEA1117570	Birmingham	United Kingdom	2009-2017	
1733.3105	SAMEA1117571	Birmingham	United Kingdom	2009-2017	
1733.3109	SAMEA1117575	Birmingham	United Kingdom	2009-2017	
1733.3110	SAMEA1117576	Birmingham	United Kingdom	2009-2017	
1733.3112	SAMEA1117578	Birmingham	United Kingdom	2009-2017	
1733.3117	SAMEA1117583	Birmingham	United Kingdom	2009-2017	
1733.3119	SAMEA1117585	Birmingham	United Kingdom	2009-2017	
1733.3124	SAMEA1117590	Birmingham	United Kingdom	2009-2017	
1733.3126	SAMEA1117592	Birmingham	United Kingdom	2009-2017	
1733.3128	SAMEA1117594	Birmingham	United Kingdom	2009-2017	
1733.3133	SAMEA1117599	Birmingham	United Kingdom	2009-2017	
1733.3134	SAMEA1117600	Birmingham	United Kingdom	2009-2017	
1733.3135	SAMEA1117601	Birmingham	United Kingdom	2009-2017	
1733.3137	SAMEA1117603	Birmingham	United Kingdom	2009-2017	
1733.3139	SAMEA1117605	Birmingham	United Kingdom	2009-2017	
1733.3140	SAMEA1117606	Birmingham	United Kingdom	2009-2017	
1733.3141	SAMEA1117607	Birmingham	United Kingdom	2009-2017	
1733.3142	SAMEA1117608	Birmingham	United Kingdom	2009-2017	
1733.3157	SAMEA1117623	Birmingham	United Kingdom	2009-2017	
1733.3159	SAMEA1117625	Birmingham	United Kingdom	2009-2017	
1733.3161	SAMEA1117627	Birmingham	United Kingdom	2009-2017	
1733.3163	SAMEA1117629	Birmingham	United Kingdom	2009-2017	
1733.3168	SAMEA1117634	Birmingham	United Kingdom	2009-2017	
1733.3169	SAMEA1117635	Birmingham	United Kingdom	2009-2017	
1733.3173	SAMEA1117639	Birmingham	United Kingdom	2009-2017	
1733.3174	SAMEA1117640	Birmingham	United Kingdom	2009-2017	
1733.3175	SAMEA1117641	Birmingham	United Kingdom	2009-2017	
1733.3178	SAMEA1117644	Birmingham	United Kingdom	2009-2017	
1733.3182	SAMEA1117648	Birmingham	United Kingdom	2009-2017	
1733.3183	SAMEA1117649	Birmingham	United Kingdom	2009-2017	
1733.3186	SAMEA1117652	Birmingham	United Kingdom	2009-2017	
1733.3188	SAMEA1117654	Birmingham	United Kingdom	2009-2017	
1733.3190	SAMEA1117656	Birmingham	United Kingdom	2009-2017	
1733.3191	SAMEA1117657	Birmingham	United Kingdom	2009-2017	
1733.3192	SAMEA1117658	Birmingham	United Kingdom	2009-2017	
1733.3194	SAMEA1117660	Birmingham	United Kingdom	2009-2017	
1733.3195	SAMEA1117661	Birmingham	United Kingdom	2009-2017	
1733.3198	SAMEA1117664	Birmingham	United Kingdom	2009-2017	
1733.3203	SAMEA1117669	Birmingham	United Kingdom	2009-2017	
1733.3205	SAMEA1117671	Birmingham	United Kingdom	2009-2017	
1733.3209	SAMEA1117675	Birmingham	United Kingdom	2009-2017	
1733.3211	SAMEA1117677	Birmingham	United Kingdom	2009-2017	
1733.3212	SAMEA1117678	Birmingham	United Kingdom	2009-2017	
1733.3215	SAMEA1117681	Birmingham	United Kingdom	2009-2017	
1733.3217	SAMEA1117683	Birmingham	United Kingdom	2009-2017	
1733.3218	SAMEA1117684	Birmingham	United Kingdom	2009-2017	
1733.3220	SAMEA1117686	Birmingham	United Kingdom	2009-2017	
1733.3225	SAMEA1117691	Birmingham	United Kingdom	2009-2017	
1733.3226	SAMEA1117692	Birmingham	United Kingdom	2009-2017	
1733.3230	SAMEA1117696	Birmingham	United Kingdom	2009-2017	
1733.3231	SAMEA1117697	Birmingham	United Kingdom	2009-2017	
1733.3232	SAMEA1117698	Birmingham	United Kingdom	2009-2017	
1733.3235	SAMEA1117701	Birmingham	United Kingdom	2009-2017	
1733.3237	SAMEA1117703	Birmingham	United Kingdom	2009-2017	
1733.3241	SAMEA1117707	Birmingham	United Kingdom	2009-2017	
1733.3250	SAMEA1117716	Birmingham	United Kingdom	2009-2017	
1733.3252	SAMEA1117718	Birmingham	United Kingdom	2009-2017	
1733.3253	SAMEA1117719	Birmingham	United Kingdom	2009-2017	
1733.3258	SAMEA1117724	Birmingham	United Kingdom	2009-2017	
1733.3260	SAMEA1117726	Birmingham	United Kingdom	2009-2017	
1733.3262	SAMEA1117728	Birmingham	United Kingdom	2009-2017	
1733.3270	SAMEA1117736	Birmingham	United Kingdom	2009-2017	
1733.3274	SAMEA1117740	Birmingham	United Kingdom	2009-2017	
1733.3276	SAMEA1117742	Birmingham	United Kingdom	2009-2017	
1733.3278	SAMEA1117744	Birmingham	United Kingdom	2009-2017	
1733.3279	SAMEA1117745	Birmingham	United Kingdom	2009-2017	
1733.3280	SAMEA1117746	Birmingham	United Kingdom	2009-2017	
1733.3285	SAMEA1117751	Birmingham	United Kingdom	2009-2017	
1733.3287	SAMEA1117753	Birmingham	United Kingdom	2009-2017	
1733.3289	SAMEA1117755	Birmingham	United Kingdom	2009-2017	
1733.3293	SAMEA1117759	Birmingham	United Kingdom	2009-2017	
1733.3294	SAMEA1117760	Birmingham	United Kingdom	2009-2017	
1733.3298	SAMEA1117764	Birmingham	United Kingdom	2009-2017	
1733.3300	SAMEA1117766	Birmingham	United Kingdom	2009-2017	
1733.3304	SAMEA1117770	Birmingham	United Kingdom	2009-2017	
1733.3311	SAMEA1117777	Birmingham	United Kingdom	2009-2017	
1733.3312	SAMEA1117778	Birmingham	United Kingdom	2009-2017	
1733.3316	SAMEA1117782	Birmingham	United Kingdom	2009-2017	
1733.3319	SAMEA1117785	Birmingham	United Kingdom	2009-2017	
1733.3320	SAMEA1117786	Birmingham	United Kingdom	2009-2017	
1733.3322	SAMEA1117788	Birmingham	United Kingdom	2009-2017	
1733.3323	SAMEA1117789	Birmingham	United Kingdom	2009-2017	
1733.3327	SAMEA1117793	Birmingham	United Kingdom	2009-2017	
1733.3329	SAMEA1117795	Birmingham	United Kingdom	2009-2017	
1733.3333	SAMEA1117799	Birmingham	United Kingdom	2009-2017	
1733.3334	SAMEA1117800	Birmingham	United Kingdom	2009-2017	
1733.3337	SAMEA1117803	Birmingham	United Kingdom	2009-2017	
1733.3338	SAMEA1117804	Birmingham	United Kingdom	2009-2017	
1733.3340	SAMEA1117806	Birmingham	United Kingdom	2009-2017	
1733.3355	SAMEA1117821	Birmingham	United Kingdom	2009-2017	
1733.3364	SAMEA1117830	Birmingham	United Kingdom	2009-2017	
1733.3367	SAMEA1117833	Birmingham	United Kingdom	2009-2017	
1733.3368	SAMEA1117834	Birmingham	United Kingdom	2009-2017	
1733.3369	SAMEA1117835	Birmingham	United Kingdom	2009-2017	
1733.3374	SAMEA1117840	Birmingham	United Kingdom	2009-2017	
1733.3375	SAMEA1117841	Birmingham	United Kingdom	2009-2017	
1733.3380	SAMEA1117846	Birmingham	United Kingdom	2009-2017	
1733.3382	SAMEA1117848	Birmingham	United Kingdom	2009-2017	
1733.3384	SAMEA1117850	Birmingham	United Kingdom	2009-2017	
1733.3386	SAMEA1117852	Birmingham	United Kingdom	2009-2017	
1733.3393	SAMEA1117859	Birmingham	United Kingdom	2009-2017	
1733.3395	SAMEA1117861	Birmingham	United Kingdom	2009-2017	
1733.3397	SAMEA1117863	Birmingham	United Kingdom	2009-2017	
1733.3398	SAMEA1117864	Birmingham	United Kingdom	2009-2017	
1733.3403	SAMEA1117869	Birmingham	United Kingdom	2009-2017	
1733.3406	SAMEA1117872	Birmingham	United Kingdom	2009-2017	
1733.3409	SAMEA1117875	Birmingham	United Kingdom	2009-2017	
1733.3412	SAMEA1117878	Birmingham	United Kingdom	2009-2017	
1733.3428	SAMEA1117894	Birmingham	United Kingdom	2009-2017	
1733.3431	SAMEA1117897	Birmingham	United Kingdom	2009-2017	
1733.3433	SAMEA1117899	Birmingham	United Kingdom	2009-2017	
1733.3434	SAMEA1117900	Birmingham	United Kingdom	2009-2017	
1733.3435	SAMEA1117901	Birmingham	United Kingdom	2009-2017	
1733.3436	SAMEA1117902	Birmingham	United Kingdom	2009-2017	
1733.3438	SAMEA1117904	Birmingham	United Kingdom	2009-2017	
1733.3443	SAMEA1117909	Birmingham	United Kingdom	2009-2017	
1733.3448	SAMEA1117914	Birmingham	United Kingdom	2009-2017	
1733.3452	SAMEA1117918	Birmingham	United Kingdom	2009-2017	
1733.3455	SAMEA1117921	Birmingham	United Kingdom	2009-2017	
1733.3462	SAMEA1117928	Birmingham	United Kingdom	2009-2017	
1733.3464	SAMEA1117930	Birmingham	United Kingdom	2009-2017	
1733.3468	SAMEA1117934	Birmingham	United Kingdom	2009-2017	
1733.3470	SAMEA1117936	Birmingham	United Kingdom	2009-2017	
1733.3474	SAMEA1117940	Birmingham	United Kingdom	2009-2017	
1733.3478	SAMEA1117944	Birmingham	United Kingdom	2009-2017	
1733.3479	SAMEA1117945	Birmingham	United Kingdom	2009-2017	
1733.3480	SAMEA1117946	Birmingham	United Kingdom	2009-2017	
1733.3486	SAMEA1117952	Birmingham	United Kingdom	2009-2017	
1733.3492	SAMEA1117958	Birmingham	United Kingdom	2009-2017	
1733.3497	SAMEA1117963	Birmingham	United Kingdom	2009-2017	
1733.3502	SAMEA1117968	Birmingham	United Kingdom	2009-2017	
1733.3505	SAMEA1117971	Birmingham	United Kingdom	2009-2017	
1733.3508	SAMEA1117974	Birmingham	United Kingdom	2009-2017	
1733.3509	SAMEA1117975	Birmingham	United Kingdom	2009-2017	
1733.3515	SAMEA1117981	Birmingham	United Kingdom	2009-2017	
1733.3519	SAMEA1117985	Birmingham	United Kingdom	2009-2017	
1733.3520	SAMEA1117986	Birmingham	United Kingdom	2009-2017	
1733.3521	SAMEA1117987	Birmingham	United Kingdom	2009-2017	
1733.3522	SAMEA1117988	Birmingham	United Kingdom	2009-2017	
1733.3523	SAMEA1117989	Birmingham	United Kingdom	2009-2017	
1733.3524	SAMEA1117990	Birmingham	United Kingdom	2009-2017	
1733.3525	SAMEA1117991	Birmingham	United Kingdom	2009-2017	
1733.3526	SAMEA1117992	Birmingham	United Kingdom	2009-2017	
1733.3528	SAMEA1117994	Birmingham	United Kingdom	2009-2017	
1733.3529	SAMEA1117995	Birmingham	United Kingdom	2009-2017	
1733.3531	SAMEA1117997	Birmingham	United Kingdom	2009-2017	
1733.3534	SAMEA1118000	Birmingham	United Kingdom	2009-2017	
1733.3537	SAMEA1118003	Birmingham	United Kingdom	2009-2017	
1733.3555	SAMEA1118021	Birmingham	United Kingdom	2009-2017	
1733.3557	SAMEA1118023	Birmingham	United Kingdom	2009-2017	
1733.3558	SAMEA1118024	Birmingham	United Kingdom	2009-2017	
1733.3563	SAMEA1118028	Birmingham	United Kingdom	2009-2017	
1733.3567	SAMEA1118033	Birmingham	United Kingdom	2009-2017	
1733.3573	SAMEA1118039	Birmingham	United Kingdom	2009-2017	
1733.3575	SAMEA1118041	Birmingham	United Kingdom	2009-2017	
1733.3576	SAMEA1118042	Birmingham	United Kingdom	2009-2017	
1733.3585	SAMEA1118051	Birmingham	United Kingdom	2009-2017	
1733.3588	SAMEA1118054	Birmingham	United Kingdom	2009-2017	
1733.3591	SAMEA1118057	Birmingham	United Kingdom	2009-2017	
1733.3593	SAMEA1118060	Birmingham	United Kingdom	2009-2017	
1733.3597	SAMEA1118063	Birmingham	United Kingdom	2009-2017	
1733.3598	SAMEA1118064	Birmingham	United Kingdom	2009-2017	
1733.3599	SAMEA1118065	Birmingham	United Kingdom	2009-2017	
1733.3607	SAMEA1118073	Birmingham	United Kingdom	2009-2017	
1733.3610	SAMEA1118076	Birmingham	United Kingdom	2009-2017	
1733.3612	SAMEA1118078	Birmingham	United Kingdom	2009-2017	
1733.3614	SAMEA1118080	Birmingham	United Kingdom	2009-2017	
1733.3616	SAMEA1118082	Birmingham	United Kingdom	2009-2017	
1733.3624	SAMEA1118090	Birmingham	United Kingdom	2009-2017	
1733.3625	SAMEA1118091	Birmingham	United Kingdom	2009-2017	
1733.3628	SAMEA1118094	Birmingham	United Kingdom	2009-2017	
1733.3638	SAMEA1118104	Birmingham	United Kingdom	2009-2017	
1733.3641	SAMEA1118107	Birmingham	United Kingdom	2009-2017	
1733.3643	SAMEA1118109	Birmingham	United Kingdom	2009-2017	
1733.3644	SAMEA1118110	Birmingham	United Kingdom	2009-2017	
1733.3645	SAMEA1118111	Birmingham	United Kingdom	2009-2017	
1733.3646	SAMEA1118112	Birmingham	United Kingdom	2009-2017	
1733.3649	SAMEA1118115	Birmingham	United Kingdom	2009-2017	
1733.3654	SAMEA1118120	Birmingham	United Kingdom	2009-2017	
1733.3657	SAMEA1118123	Birmingham	United Kingdom	2009-2017	
1733.3658	SAMEA1118124	Birmingham	United Kingdom	2009-2017	
1733.3663	SAMEA1118129	Birmingham	United Kingdom	2009-2017	
1733.3670	SAMEA1118136	Birmingham	United Kingdom	2009-2017	
1733.3682	SAMEA1118148	Birmingham	United Kingdom	2009-2017	
1733.3686	SAMEA1118152	Birmingham	United Kingdom	2009-2017	
1733.3692	SAMEA1118158	Birmingham	United Kingdom	2009-2017	
1733.3695	SAMEA1118161	Birmingham	United Kingdom	2009-2017	
1733.3700	SAMEA1118166	Birmingham	United Kingdom	2009-2017	
1733.3705	SAMEA1118171	Birmingham	United Kingdom	2009-2017	
1733.3709	SAMEA1118175	Birmingham	United Kingdom	2009-2017	
1733.3710	SAMEA1118176	Birmingham	United Kingdom	2009-2017	
1733.3711	SAMEA1118177	Birmingham	United Kingdom	2009-2017	
1733.3712	SAMEA1118178	Birmingham	United Kingdom	2009-2017	
1733.3715	SAMEA1118181	Birmingham	United Kingdom	2009-2017	
1733.3717	SAMEA1118183	Birmingham	United Kingdom	2009-2017	
1733.3720	SAMEA1118186	Birmingham	United Kingdom	2009-2017	
1733.3724	SAMEA1118190	Birmingham	United Kingdom	2009-2017	
1733.3727	SAMEA1118193	Birmingham	United Kingdom	2009-2017	
1733.3728	SAMEA1118194	Birmingham	United Kingdom	2009-2017	
1733.3737	SAMEA1118203	Birmingham	United Kingdom	2009-2017	
1733.3738	SAMEA1118204	Birmingham	United Kingdom	2009-2017	
1733.3739	SAMEA1118205	Birmingham	United Kingdom	2009-2017	
1733.3745	SAMEA1118211	Birmingham	United Kingdom	2009-2017	
1733.3748	SAMEA1118214	Birmingham	United Kingdom	2009-2017	
1733.3750	SAMEA1118216	Birmingham	United Kingdom	2009-2017	
1733.3752	SAMEA1118218	Birmingham	United Kingdom	2009-2017	
1733.3753	SAMEA1118219	Birmingham	United Kingdom	2009-2017	
1733.3754	SAMEA1118220	Birmingham	United Kingdom	2009-2017	
1733.3758	SAMEA1118224	Birmingham	United Kingdom	2009-2017	
1733.3761	SAMEA1118227	Birmingham	United Kingdom	2009-2017	
1733.3762	SAMEA1118228	Birmingham	United Kingdom	2009-2017	
1733.3765	SAMEA1118231	Birmingham	United Kingdom	2009-2017	
1733.3770	SAMEA1118236	Birmingham	United Kingdom	2009-2017	
1733.3772	SAMEA1118238	Birmingham	United Kingdom	2009-2017	
1733.3773	SAMEA1118239	Birmingham	United Kingdom	2009-2017	
1733.3774	SAMEA1118240	Birmingham	United Kingdom	2009-2017	
1733.3776	SAMEA1118242	Birmingham	United Kingdom	2009-2017	
1733.3777	SAMEA1118243	Birmingham	United Kingdom	2009-2017	
1733.3779	SAMEA1118245	Birmingham	United Kingdom	2009-2017	
1733.3780	SAMEA1118246	Birmingham	United Kingdom	2009-2017	
1733.3794	SAMEA1118260	Birmingham	United Kingdom	2009-2017	
1733.3795	SAMEA1118261	Birmingham	United Kingdom	2009-2017	
1733.3796	SAMEA1118262	Birmingham	United Kingdom	2009-2017	
1733.3798	SAMEA1118264	Birmingham	United Kingdom	2009-2017	
1733.3803	SAMEA1118269	Birmingham	United Kingdom	2009-2017	
1733.3807	SAMEA1118273	Birmingham	United Kingdom	2009-2017	
1733.3808	SAMEA1118274	Birmingham	United Kingdom	2009-2017	
1733.3819	SAMEA1118285	Birmingham	United Kingdom	2009-2017	
1733.3820	SAMEA1118286	Birmingham	United Kingdom	2009-2017	
1733.3823	SAMEA1118289	Birmingham	United Kingdom	2009-2017	
1733.3826	SAMEA1118292	Birmingham	United Kingdom	2009-2017	
1733.3828	SAMEA1118294	Birmingham	United Kingdom	2009-2017	
1733.3831	SAMEA1118297	Birmingham	United Kingdom	2009-2017	
1733.3833	SAMEA1118299	Birmingham	United Kingdom	2009-2017	
1733.3836	SAMEA1118302	Birmingham	United Kingdom	2009-2017	
1733.3837	SAMEA1118303	Birmingham	United Kingdom	2009-2017	
1733.3839	SAMEA1118305	Birmingham	United Kingdom	2009-2017	
1733.3840	SAMEA1118306	Birmingham	United Kingdom	2009-2017	
1733.3842	SAMEA1118308	Birmingham	United Kingdom	2009-2017	
1733.3843	SAMEA1118309	Birmingham	United Kingdom	2009-2017	
1733.3849	SAMEA1118315	Birmingham	United Kingdom	2009-2017	
1733.3850	SAMEA1118316	Birmingham	United Kingdom	2009-2017	
1733.3855	SAMEA1118321	Birmingham	United Kingdom	2009-2017	
1733.3861	SAMEA1118327	Birmingham	United Kingdom	2009-2017	
1733.3865	SAMEA1118331	Birmingham	United Kingdom	2009-2017	
1733.3866	SAMEA1118332	Birmingham	United Kingdom	2009-2017	
1733.3869	SAMEA1118335	Birmingham	United Kingdom	2009-2017	
1733.3877	SAMEA1118343	Birmingham	United Kingdom	2009-2017	
1733.3881	SAMEA1118347	Birmingham	United Kingdom	2009-2017	
1733.3882	SAMEA1118348	Birmingham	United Kingdom	2009-2017	
1733.3884	SAMEA1118350	Birmingham	United Kingdom	2009-2017	
1733.3886	SAMEA1118352	Birmingham	United Kingdom	2009-2017	
1733.3887	SAMEA1118353	Birmingham	United Kingdom	2009-2017	
1733.3888	SAMEA1118354	Birmingham	United Kingdom	2009-2017	
1733.3889	SAMEA1118355	Birmingham	United Kingdom	2009-2017	
1733.3891	SAMEA1118357	Birmingham	United Kingdom	2009-2017	
1733.3892	SAMEA1118358	Birmingham	United Kingdom	2009-2017	
1733.3893	SAMEA1118359	Birmingham	United Kingdom	2009-2017	
1733.3900	SAMEA1118366	Birmingham	United Kingdom	2009-2017	
1733.3904	SAMEA1118370	Birmingham	United Kingdom	2009-2017	
1733.3906	SAMEA1118372	Birmingham	United Kingdom	2009-2017	
1733.3907	SAMEA1118373	Birmingham	United Kingdom	2009-2017	
1733.3911	SAMEA1118377	Birmingham	United Kingdom	2009-2017	
1733.3914	SAMEA1118380	Birmingham	United Kingdom	2009-2017	
1733.3918	SAMEA1118384	Birmingham	United Kingdom	2009-2017	
1733.3919	SAMEA1118385	Birmingham	United Kingdom	2009-2017	
1733.3920	SAMEA1118386	Birmingham	United Kingdom	2009-2017	
1733.3921	SAMEA1118387	Birmingham	United Kingdom	2009-2017	
1733.3926	SAMEA1118392	Birmingham	United Kingdom	2009-2017	
1733.3928	SAMEA1118394	Birmingham	United Kingdom	2009-2017	
1733.3933	SAMEA1118399	Birmingham	United Kingdom	2009-2017	
1733.3936	SAMEA1118402	Birmingham	United Kingdom	2009-2017	
1733.3937	SAMEA1118403	Birmingham	United Kingdom	2009-2017	
1733.3942	SAMEA1118408	Birmingham	United Kingdom	2009-2017	
1733.3943	SAMEA1118409	Birmingham	United Kingdom	2009-2017	
1733.3944	SAMEA1118410	Birmingham	United Kingdom	2009-2017	
1733.3946	SAMEA1118412	Birmingham	United Kingdom	2009-2017	
1733.3947	SAMEA1118413	Birmingham	United Kingdom	2009-2017	
1733.3950	SAMEA1118416	Birmingham	United Kingdom	2009-2017	
1733.3951	SAMEA1118417	Birmingham	United Kingdom	2009-2017	
1733.3952	SAMEA1118418	Birmingham	United Kingdom	2009-2017	
1733.3953	SAMEA1118419	Birmingham	United Kingdom	2009-2017	
1733.3955	SAMEA1118421	Birmingham	United Kingdom	2009-2017	
1733.3966	SAMEA1118432	Birmingham	United Kingdom	2009-2017	
1733.3977	SAMEA1118443	Birmingham	United Kingdom	2009-2017	
1733.3980	SAMEA1118446	Birmingham	United Kingdom	2009-2017	
1733.3981	SAMEA1118447	Birmingham	United Kingdom	2009-2017	
1733.4002	SAMEA1118468	Birmingham	United Kingdom	2009-2017	
1733.4008	SAMEA1118474	Birmingham	United Kingdom	2009-2017	
1733.4009	SAMEA1118475	Birmingham	United Kingdom	2009-2017	
1733.4013	SAMEA1118479	Birmingham	United Kingdom	2009-2017	
1733.4015	SAMEA1118481	Birmingham	United Kingdom	2009-2017	
1733.4018	SAMEA1118484	Birmingham	United Kingdom	2009-2017	
1733.4019	SAMEA1118485	Birmingham	United Kingdom	2009-2017	
1733.4023	SAMEA1118489	Birmingham	United Kingdom	2009-2017	
1733.4025	SAMEA1118491	Birmingham	United Kingdom	2009-2017	
1733.4027	SAMEA1118493	Birmingham	United Kingdom	2009-2017	
1733.4028	SAMEA1118494	Birmingham	United Kingdom	2009-2017	
1733.4031	SAMEA1118497	Birmingham	United Kingdom	2009-2017	
1733.4033	SAMEA1118499	Birmingham	United Kingdom	2009-2017	
1733.4034	SAMEA1118500	Birmingham	United Kingdom	2009-2017	
1733.4041	SAMEA1118507	Birmingham	United Kingdom	2009-2017	
1733.4043	SAMEA1118509	Birmingham	United Kingdom	2009-2017	
1733.4046	SAMEA1118512	Birmingham	United Kingdom	2009-2017	
1733.4052	SAMEA1118518	Birmingham	United Kingdom	2009-2017	
1733.4053	SAMEA1118519	Birmingham	United Kingdom	2009-2017	
1733.4054	SAMEA1118520	Birmingham	United Kingdom	2009-2017	
1733.4059	SAMEA1118525	Birmingham	United Kingdom	2009-2017	
1733.4061	SAMEA1118527	Birmingham	United Kingdom	2009-2017	
1733.4065	SAMEA1118531	Birmingham	United Kingdom	2009-2017	
1733.4069	SAMEA1118535	Birmingham	United Kingdom	2009-2017	
1733.4077	SAMEA1118543	Birmingham	United Kingdom	2009-2017	
1733.4078	SAMEA1118544	Birmingham	United Kingdom	2009-2017	
1733.4079	SAMEA1118545	Birmingham	United Kingdom	2009-2017	
1733.4080	SAMEA1118546	Birmingham	United Kingdom	2009-2017	
1733.4082	SAMEA1118548	Birmingham	United Kingdom	2009-2017	
1733.4083	SAMEA1118549	Birmingham	United Kingdom	2009-2017	
1733.4086	SAMEA1118552	Birmingham	United Kingdom	2009-2017	
1733.4088	SAMEA1118554	Birmingham	United Kingdom	2009-2017	
1733.4089	SAMEA1118556	Birmingham	United Kingdom	2009-2017	
1733.4090	SAMEA1118557	Birmingham	United Kingdom	2009-2017	
1733.4094	SAMEA1118560	Birmingham	United Kingdom	2009-2017	
1733.4095	SAMEA1118561	Birmingham	United Kingdom	2009-2017	
1733.4099	SAMEA1118565	Birmingham	United Kingdom	2009-2017	
1733.4101	SAMEA1118567	Birmingham	United Kingdom	2009-2017	
1733.4103	SAMEA1118569	Birmingham	United Kingdom	2009-2017	
1733.4104	SAMEA1118570	Birmingham	United Kingdom	2009-2017	
1733.4106	SAMEA1118572	Birmingham	United Kingdom	2009-2017	
1733.4112	SAMEA1118578	Birmingham	United Kingdom	2009-2017	
1733.4114	SAMEA1118580	Birmingham	United Kingdom	2009-2017	
1733.4115	SAMEA1118581	Birmingham	United Kingdom	2009-2017	
1733.4121	SAMEA1118587	Birmingham	United Kingdom	2009-2017	
1733.4124	SAMEA1118590	Birmingham	United Kingdom	2009-2017	
1733.4125	SAMEA1118591	Birmingham	United Kingdom	2009-2017	
1733.4130	SAMEA1118597	Birmingham	United Kingdom	2009-2017	
1733.4132	SAMEA1118598	Birmingham	United Kingdom	2009-2017	
1733.4134	SAMEA1118600	Birmingham	United Kingdom	2009-2017	
1733.4135	SAMEA1118601	Birmingham	United Kingdom	2009-2017	
1733.4137	SAMEA1118603	Birmingham	United Kingdom	2009-2017	
1733.4139	SAMEA1118605	Birmingham	United Kingdom	2009-2017	
1733.4141	SAMEA1118607	Birmingham	United Kingdom	2009-2017	
1733.4144	SAMEA1118610	Birmingham	United Kingdom	2009-2017	
1733.4147	SAMEA1118613	Birmingham	United Kingdom	2009-2017	
1733.4148	SAMEA1118614	Birmingham	United Kingdom	2009-2017	
1733.4150	SAMEA1118616	Birmingham	United Kingdom	2009-2017	
1733.4156	SAMEA1118622	Birmingham	United Kingdom	2009-2017	
1733.4157	SAMEA1118623	Birmingham	United Kingdom	2009-2017	
1733.4159	SAMEA1118625	Birmingham	United Kingdom	2009-2017	
1733.4161	SAMEA1118627	Birmingham	United Kingdom	2009-2017	
1733.4163	SAMEA1118629	Birmingham	United Kingdom	2009-2017	
1733.4166	SAMEA1118632	Birmingham	United Kingdom	2009-2017	
1733.4168	SAMEA1118634	Birmingham	United Kingdom	2009-2017	
1733.4175	SAMEA1118641	Birmingham	United Kingdom	2009-2017	
1733.4176	SAMEA1118642	Birmingham	United Kingdom	2009-2017	
1733.4186	SAMEA1118652	Birmingham	United Kingdom	2009-2017	
1733.4188	SAMEA1118653	Birmingham	United Kingdom	2009-2017	
1733.4187	SAMEA1118654	Birmingham	United Kingdom	2009-2017	
1733.4189	SAMEA1118655	Birmingham	United Kingdom	2009-2017	
1733.4191	SAMEA1118657	Birmingham	United Kingdom	2009-2017	
1733.4199	SAMEA1118665	Birmingham	United Kingdom	2009-2017	
1733.4200	SAMEA1118666	Birmingham	United Kingdom	2009-2017	
1733.4202	SAMEA1118668	Birmingham	United Kingdom	2009-2017	
1733.4203	SAMEA1118669	Birmingham	United Kingdom	2009-2017	
1733.4204	SAMEA1118670	Birmingham	United Kingdom	2009-2017	
1733.4207	SAMEA1118673	Birmingham	United Kingdom	2009-2017	
1733.4208	SAMEA1118674	Birmingham	United Kingdom	2009-2017	
1733.4215	SAMEA1118681	Birmingham	United Kingdom	2009-2017	
1733.4221	SAMEA1118687	Birmingham	United Kingdom	2009-2017	
1733.4224	SAMEA1118690	Birmingham	United Kingdom	2009-2017	
1733.4227	SAMEA1118693	Birmingham	United Kingdom	2009-2017	
1733.4228	SAMEA1118694	Birmingham	United Kingdom	2009-2017	
1733.4230	SAMEA1118696	Birmingham	United Kingdom	2009-2017	
1733.4231	SAMEA1118697	Birmingham	United Kingdom	2009-2017	
1733.4238	SAMEA1118704	Birmingham	United Kingdom	2009-2017	
1733.4239	SAMEA1118705	Birmingham	United Kingdom	2009-2017	
1733.4244	SAMEA1118710	Birmingham	United Kingdom	2009-2017	
1733.4248	SAMEA1118714	Birmingham	United Kingdom	2009-2017	
1733.4249	SAMEA1118715	Birmingham	United Kingdom	2009-2017	
1733.4250	SAMEA1118716	Birmingham	United Kingdom	2009-2017	
1733.4261	SAMEA1118727	Birmingham	United Kingdom	2009-2017	
1733.4262	SAMEA1118728	Birmingham	United Kingdom	2009-2017	
1733.4269	SAMEA1118735	Birmingham	United Kingdom	2009-2017	
1733.4271	SAMEA1118737	Birmingham	United Kingdom	2009-2017	
1733.4277	SAMEA1118743	Birmingham	United Kingdom	2009-2017	
1733.4279	SAMEA1118745	Birmingham	United Kingdom	2009-2017	
1733.4280	SAMEA1118746	Birmingham	United Kingdom	2009-2017	
1733.4283	SAMEA1118749	Birmingham	United Kingdom	2009-2017	
1733.4287	SAMEA1118753	Birmingham	United Kingdom	2009-2017	
1733.4289	SAMEA1118755	Birmingham	United Kingdom	2009-2017	
1733.4292	SAMEA1118758	Birmingham	United Kingdom	2009-2017	
