Run,Assay Type,AssemblyName,AvgSpotLen,Bases,BioProject,BioSample,Biosample,BioSampleModel,Bytes,Center Name,collected_by,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,host_disease,Host,Instrument,isolate,isolation_source,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SRA Study
SRR6832720,WGS,GCF_000195955.2,201,209496321,PRJNA428596,SAMN08708876,MTB33-2927,Pathogen.cl,97675164,SAN RAFFAELE,missing,2010/2014,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3788857,uncalculated,uncalculated,missing,Tuberculosis,Homo sapiens,Illumina HiSeq 2500,Clinical isolate104,Not applicable,Not collected,33-2927_WGS,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2018-03-14T00:00:00Z,33-2927,SRP128089
SRR6832721,WGS,GCF_000195955.2,201,232460186,PRJNA428596,SAMN08708875,MTB33-2922,Pathogen.cl,105021786,SAN RAFFAELE,missing,2010/2014,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3788856,uncalculated,uncalculated,missing,Tuberculosis,Homo sapiens,Illumina HiSeq 2500,Clinical isolate103,Not applicable,Not collected,33-2922_WGS,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2018-03-14T00:00:00Z,33-2922,SRP128089
SRR6832722,WGS,GCF_000195955.2,201,459652212,PRJNA428596,SAMN08708836,MTB2701,Pathogen.cl,216578595,SAN RAFFAELE,missing,2010/2014,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3788855,uncalculated,uncalculated,missing,Tuberculosis,Homo sapiens,Illumina HiSeq 2500,Clinical isolate64,Not applicable,Not collected,2701_WGS,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2018-03-14T00:00:00Z,2701,SRP128089
SRR6832723,WGS,GCF_000195955.2,201,226086076,PRJNA428596,SAMN08708835,MTB27-3852,Pathogen.cl,105466337,SAN RAFFAELE,missing,2010/2014,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3788854,uncalculated,uncalculated,missing,Tuberculosis,Homo sapiens,Illumina HiSeq 2500,Clinical isolate63,Not applicable,Not collected,27-3852_WGS,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2018-03-14T00:00:00Z,27-3852,SRP128089
SRR6832724,WGS,GCF_000195955.2,201,275373874,PRJNA428596,SAMN08708834,MTB27-3306,Pathogen.cl,138164104,SAN RAFFAELE,missing,2010/2014,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3788853,uncalculated,uncalculated,missing,Tuberculosis,Homo sapiens,Illumina HiSeq 2500,Clinical isolate62,Not applicable,Not collected,27-3306_WGS,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2018-03-14T00:00:00Z,27-3306,SRP128089
SRR6832725,WGS,GCF_000195955.2,201,306877794,PRJNA428596,SAMN08708833,MTB27-2222,Pathogen.cl,141324176,SAN RAFFAELE,missing,2010/2014,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3788852,uncalculated,uncalculated,missing,Tuberculosis,Homo sapiens,Illumina HiSeq 2500,Clinical isolate61,Not applicable,Not collected,27-2222_WGS,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2018-03-14T00:00:00Z,27-2222,SRP128089
SRR6832726,WGS,GCF_000195955.2,201,276715356,PRJNA428596,SAMN08708840,MTB28-2407,Pathogen.cl,136466938,SAN RAFFAELE,missing,2010/2014,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3788851,uncalculated,uncalculated,missing,Tuberculosis,Homo sapiens,Illumina HiSeq 2500,Clinical isolate68,Not applicable,Not collected,28-2407_WGS,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2018-03-14T00:00:00Z,28-2407,SRP128089
SRR6832727,WGS,GCF_000195955.2,201,287261675,PRJNA428596,SAMN08708839,MTB28-1631,Pathogen.cl,135433202,SAN RAFFAELE,missing,2010/2014,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3788850,uncalculated,uncalculated,missing,Tuberculosis,Homo sapiens,Illumina HiSeq 2500,Clinical isolate67,Not applicable,Not collected,28-1631_WGS,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2018-03-14T00:00:00Z,28-1631,SRP128089
SRR6832728,WGS,GCF_000195955.2,201,320139195,PRJNA428596,SAMN08708838,MTB28-0663,Pathogen.cl,155845050,SAN RAFFAELE,missing,2010/2014,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3788849,uncalculated,uncalculated,missing,Tuberculosis,Homo sapiens,Illumina HiSeq 2500,Clinical isolate66,Not applicable,Not collected,28-0663_WGS,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2018-03-14T00:00:00Z,28-0663,SRP128089
SRR6832729,WGS,GCF_000195955.2,201,327156675,PRJNA428596,SAMN08708837,MTB2709,Pathogen.cl,140231727,SAN RAFFAELE,missing,2010/2014,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3788848,uncalculated,uncalculated,missing,Tuberculosis,Homo sapiens,Illumina HiSeq 2500,Clinical isolate65,Not applicable,Not collected,2709_WGS,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2018-03-14T00:00:00Z,2709,SRP128089
SRR6832730,WGS,GCF_000195955.2,201,248575039,PRJNA428596,SAMN08708842,MTB28-3508,Pathogen.cl,113081281,SAN RAFFAELE,missing,2010/2014,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3788847,uncalculated,uncalculated,missing,Tuberculosis,Homo sapiens,Illumina HiSeq 2500,Clinical isolate70,Not applicable,Not collected,28-3508_WGS,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2018-03-14T00:00:00Z,28-3508,SRP128089
SRR6832731,WGS,GCF_000195955.2,201,276156523,PRJNA428596,SAMN08708841,MTB28-2743,Pathogen.cl,137499415,SAN RAFFAELE,missing,2010/2014,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3788846,uncalculated,uncalculated,missing,Tuberculosis,Homo sapiens,Illumina HiSeq 2500,Clinical isolate69,Not applicable,Not collected,28-2743_WGS,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2018-03-14T00:00:00Z,28-2743,SRP128089
SRR6832732,WGS,GCF_000195955.2,201,237981250,PRJNA428596,SAMN08708871,MTB32-2127,Pathogen.cl,115876441,SAN RAFFAELE,missing,2010/2014,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3788845,uncalculated,uncalculated,missing,Tuberculosis,Homo sapiens,Illumina HiSeq 2500,Clinical isolate99,Not applicable,Not collected,32-2127_WGS,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2018-03-14T00:00:00Z,32-2127,SRP128089
SRR6832733,WGS,GCF_000195955.2,151,384500720,PRJNA428596,SAMN08708872,MTB33-1704,Pathogen.cl,181392586,SAN RAFFAELE,missing,2010/2014,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3788844,uncalculated,uncalculated,missing,Tuberculosis,Homo sapiens,Illumina HiSeq 2500,Clinical isolate100,Not applicable,Not collected,33-1704_WGS,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2018-03-14T00:00:00Z,33-1704,SRP128089
SRR6832734,WGS,GCF_000195955.2,201,278139254,PRJNA428596,SAMN08708869,MTB32-1604,Pathogen.cl,135754217,SAN RAFFAELE,missing,2010/2014,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3788843,uncalculated,uncalculated,missing,Tuberculosis,Homo sapiens,Illumina HiSeq 2500,Clinical isolate97,Not applicable,Not collected,32-1604_WGS,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2018-03-14T00:00:00Z,32-1604,SRP128089
SRR6832735,WGS,GCF_000195955.2,201,337092146,PRJNA428596,SAMN08708870,MTB32-1724,Pathogen.cl,162261310,SAN RAFFAELE,missing,2010/2014,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3788842,uncalculated,uncalculated,missing,Tuberculosis,Homo sapiens,Illumina HiSeq 2500,Clinical isolate98,Not applicable,Not collected,32-1724_WGS,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2018-03-14T00:00:00Z,32-1724,SRP128089
SRR6832736,WGS,GCF_000195955.2,201,269939973,PRJNA428596,SAMN08708867,MTB32-0312,Pathogen.cl,141028333,SAN RAFFAELE,missing,2010/2014,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3788841,uncalculated,uncalculated,missing,Tuberculosis,Homo sapiens,Illumina HiSeq 2500,Clinical isolate95,Not applicable,Not collected,32-0312_WGS,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2018-03-14T00:00:00Z,32-0312,SRP128089
SRR6832737,WGS,GCF_000195955.2,201,223649552,PRJNA428596,SAMN08708868,MTB32-0538,Pathogen.cl,97310024,SAN RAFFAELE,missing,2010/2014,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3788840,uncalculated,uncalculated,missing,Tuberculosis,Homo sapiens,Illumina HiSeq 2500,Clinical isolate96,Not applicable,Not collected,32-0538_WGS,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2018-03-14T00:00:00Z,32-0538,SRP128089
SRR6832738,WGS,GCF_000195955.2,201,248815419,PRJNA428596,SAMN08708865,MTB31-2742,Pathogen.cl,123359799,SAN RAFFAELE,missing,2010/2014,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3788839,uncalculated,uncalculated,missing,Tuberculosis,Homo sapiens,Illumina HiSeq 2500,Clinical isolate93,Not applicable,Not collected,31-2742_WGS,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2018-03-14T00:00:00Z,31-2742,SRP128089
SRR6832739,WGS,GCF_000195955.2,201,130746116,PRJNA428596,SAMN08708866,MTB3107,Pathogen.cl,58979116,SAN RAFFAELE,missing,2010/2014,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3788838,uncalculated,uncalculated,missing,Tuberculosis,Homo sapiens,Illumina HiSeq 2500,Clinical isolate94,Not applicable,Not collected,3107_WGS,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2018-03-14T00:00:00Z,3107,SRP128089
SRR6832740,WGS,GCF_000195955.2,201,283914838,PRJNA428596,SAMN08708863,MTB31-0643,Pathogen.cl,139772456,SAN RAFFAELE,missing,2010/2014,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3788837,uncalculated,uncalculated,missing,Tuberculosis,Homo sapiens,Illumina HiSeq 2500,Clinical isolate91,Not applicable,Not collected,31-0643_WGS,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2018-03-14T00:00:00Z,31-0643,SRP128089
SRR6832741,WGS,GCF_000195955.2,201,231202837,PRJNA428596,SAMN08708864,MTB31-1909,Pathogen.cl,117917260,SAN RAFFAELE,missing,2010/2014,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3788836,uncalculated,uncalculated,missing,Tuberculosis,Homo sapiens,Illumina HiSeq 2500,Clinical isolate92,Not applicable,Not collected,31-1909_WGS,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2018-03-14T00:00:00Z,31-1909,SRP128089
SRR6832742,WGS,GCF_000195955.2,201,301545499,PRJNA428596,SAMN08709212,MTB87-0606,Pathogen.cl,157092175,SAN RAFFAELE,missing,2010/2014,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3788835,uncalculated,uncalculated,missing,Tuberculosis,Homo sapiens,Illumina HiSeq 2500,Clinical isolate440,Not applicable,Not collected,87-0606_WGS,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2018-03-14T00:00:00Z,87-0606,SRP128089
SRR6832743,WGS,GCF_000195955.2,201,319902395,PRJNA428596,SAMN08709211,MTB86-3726,Pathogen.cl,157621343,SAN RAFFAELE,missing,2010/2014,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3788834,uncalculated,uncalculated,missing,Tuberculosis,Homo sapiens,Illumina HiSeq 2500,Clinical isolate439,Not applicable,Not collected,86-3726_WGS,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2018-03-14T00:00:00Z,86-3726,SRP128089
SRR6832744,WGS,GCF_000195955.2,201,340407774,PRJNA428596,SAMN08709204,MTB85-3018,Pathogen.cl,166658949,SAN RAFFAELE,missing,2010/2014,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3788833,uncalculated,uncalculated,missing,Tuberculosis,Homo sapiens,Illumina HiSeq 2500,Clinical isolate432,Not applicable,Not collected,85-3018_WGS,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2018-03-14T00:00:00Z,85-3018,SRP128089
SRR6832745,WGS,GCF_000195955.2,201,297969594,PRJNA428596,SAMN08709203,MTB85-2833,Pathogen.cl,135349628,SAN RAFFAELE,missing,2010/2014,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3788832,uncalculated,uncalculated,missing,Tuberculosis,Homo sapiens,Illumina HiSeq 2500,Clinical isolate431,Not applicable,Not collected,85-2833_WGS,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2018-03-14T00:00:00Z,85-2833,SRP128089
SRR6832746,WGS,GCF_000195955.2,201,313760540,PRJNA428596,SAMN08709206,MTB86-0669,Pathogen.cl,150937815,SAN RAFFAELE,missing,2010/2014,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3788831,uncalculated,uncalculated,missing,Tuberculosis,Homo sapiens,Illumina HiSeq 2500,Clinical isolate434,Not applicable,Not collected,86-0669_WGS,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2018-03-14T00:00:00Z,86-0669,SRP128089
SRR6832747,WGS,GCF_000195955.2,201,236120224,PRJNA428596,SAMN08709205,MTB85-3111,Pathogen.cl,119614921,SAN RAFFAELE,missing,2010/2014,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3788830,uncalculated,uncalculated,missing,Tuberculosis,Homo sapiens,Illumina HiSeq 2500,Clinical isolate433,Not applicable,Not collected,85-3111_WGS,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2018-03-14T00:00:00Z,85-3111,SRP128089
SRR6832748,WGS,GCF_000195955.2,201,297024840,PRJNA428596,SAMN08709208,MTB86-1732,Pathogen.cl,142013700,SAN RAFFAELE,missing,2010/2014,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3788829,uncalculated,uncalculated,missing,Tuberculosis,Homo sapiens,Illumina HiSeq 2500,Clinical isolate436,Not applicable,Not collected,86-1732_WGS,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2018-03-14T00:00:00Z,86-1732,SRP128089
SRR6832749,WGS,GCF_000195955.2,201,340498425,PRJNA428596,SAMN08709207,MTB86-1611,Pathogen.cl,174325961,SAN RAFFAELE,missing,2010/2014,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3788828,uncalculated,uncalculated,missing,Tuberculosis,Homo sapiens,Illumina HiSeq 2500,Clinical isolate435,Not applicable,Not collected,86-1611_WGS,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2018-03-14T00:00:00Z,86-1611,SRP128089
SRR6832750,WGS,GCF_000195955.2,201,343775720,PRJNA428596,SAMN08709210,MTB86-2720,Pathogen.cl,182243245,SAN RAFFAELE,missing,2010/2014,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3788827,uncalculated,uncalculated,missing,Tuberculosis,Homo sapiens,Illumina HiSeq 2500,Clinical isolate438,Not applicable,Not collected,86-2720_WGS,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2018-03-14T00:00:00Z,86-2720,SRP128089
SRR6832751,WGS,GCF_000195955.2,201,280209653,PRJNA428596,SAMN08709209,MTB86-1850,Pathogen.cl,139666963,SAN RAFFAELE,missing,2010/2014,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3788826,uncalculated,uncalculated,missing,Tuberculosis,Homo sapiens,Illumina HiSeq 2500,Clinical isolate437,Not applicable,Not collected,86-1850_WGS,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2018-03-14T00:00:00Z,86-1850,SRP128089
SRR6832752,WGS,GCF_000195955.2,201,325539261,PRJNA428596,SAMN08709303,MTB99-2920,Pathogen.cl,163425199,SAN RAFFAELE,missing,2010/2014,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3788825,uncalculated,uncalculated,missing,Tuberculosis,Homo sapiens,Illumina HiSeq 2500,Clinical isolate531,Not applicable,Not collected,99-2920_WGS,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2018-03-14T00:00:00Z,99-2920,SRP128089
SRR6832753,WGS,GCF_000195955.2,201,274294891,PRJNA428596,SAMN08709304,MTB99-3523,Pathogen.cl,138070435,SAN RAFFAELE,missing,2010/2014,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3788824,uncalculated,uncalculated,missing,Tuberculosis,Homo sapiens,Illumina HiSeq 2500,Clinical isolate532,Not applicable,Not collected,99-3523_WGS,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2018-03-14T00:00:00Z,99-3523,SRP128089
SRR6832754,WGS,GCF_000195955.2,201,286518113,PRJNA428596,SAMN08709021,MTB57-1649,Pathogen.cl,135141024,SAN RAFFAELE,missing,2010/2014,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3788823,uncalculated,uncalculated,missing,Tuberculosis,Homo sapiens,Illumina HiSeq 2500,Clinical isolate249,Not applicable,Not collected,57-1649_WGS,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2018-03-14T00:00:00Z,57-1649,SRP128089
SRR6832755,WGS,GCF_000195955.2,201,330389988,PRJNA428596,SAMN08709022,MTB57-2120,Pathogen.cl,161803888,SAN RAFFAELE,missing,2010/2014,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3788822,uncalculated,uncalculated,missing,Tuberculosis,Homo sapiens,Illumina HiSeq 2500,Clinical isolate250,Not applicable,Not collected,57-2120_WGS,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2018-03-14T00:00:00Z,57-2120,SRP128089
SRR6832756,WGS,GCF_000195955.2,201,189929894,PRJNA428596,SAMN08709015,MTB556,Pathogen.cl,95185580,SAN RAFFAELE,missing,2010/2014,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3788821,uncalculated,uncalculated,missing,Tuberculosis,Homo sapiens,Illumina HiSeq 2500,Clinical isolate243,Not applicable,Not collected,556_WGS,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2018-03-14T00:00:00Z,556,SRP128089
SRR6832757,WGS,GCF_000195955.2,201,268300339,PRJNA428596,SAMN08709016,MTB56-1034,Pathogen.cl,122756733,SAN RAFFAELE,missing,2010/2014,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3788820,uncalculated,uncalculated,missing,Tuberculosis,Homo sapiens,Illumina HiSeq 2500,Clinical isolate244,Not applicable,Not collected,56-1034_WGS,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2018-03-14T00:00:00Z,56-1034,SRP128089
SRR6832758,WGS,GCF_000195955.2,201,268997239,PRJNA428596,SAMN08709013,MTB55-2939,Pathogen.cl,135276550,SAN RAFFAELE,missing,2010/2014,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3788819,uncalculated,uncalculated,missing,Tuberculosis,Homo sapiens,Illumina HiSeq 2500,Clinical isolate241,Not applicable,Not collected,55-2939_WGS,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2018-03-14T00:00:00Z,55-2939,SRP128089
SRR6832759,WGS,GCF_000195955.2,201,359905420,PRJNA428596,SAMN08709014,MTB55-3512,Pathogen.cl,186408719,SAN RAFFAELE,missing,2010/2014,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3788818,uncalculated,uncalculated,missing,Tuberculosis,Homo sapiens,Illumina HiSeq 2500,Clinical isolate242,Not applicable,Not collected,55-3512_WGS,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2018-03-14T00:00:00Z,55-3512,SRP128089
SRR6832760,WGS,GCF_000195955.2,201,375872914,PRJNA428596,SAMN08709019,MTB56-3636,Pathogen.cl,200856921,SAN RAFFAELE,missing,2010/2014,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3788817,uncalculated,uncalculated,missing,Tuberculosis,Homo sapiens,Illumina HiSeq 2500,Clinical isolate247,Not applicable,Not collected,56-3636_WGS,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2018-03-14T00:00:00Z,56-3636,SRP128089
SRR6832761,WGS,GCF_000195955.2,201,456093073,PRJNA428596,SAMN08709020,MTB56-3711,Pathogen.cl,248733530,SAN RAFFAELE,missing,2010/2014,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3788816,uncalculated,uncalculated,missing,Tuberculosis,Homo sapiens,Illumina HiSeq 2500,Clinical isolate248,Not applicable,Not collected,56-3711_WGS,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2018-03-14T00:00:00Z,56-3711,SRP128089
SRR6832762,WGS,GCF_000195955.2,201,291840308,PRJNA428596,SAMN08709017,MTB56-2911,Pathogen.cl,144958302,SAN RAFFAELE,missing,2010/2014,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3788815,uncalculated,uncalculated,missing,Tuberculosis,Homo sapiens,Illumina HiSeq 2500,Clinical isolate245,Not applicable,Not collected,56-2911_WGS,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2018-03-14T00:00:00Z,56-2911,SRP128089
SRR6832763,WGS,GCF_000195955.2,201,236518265,PRJNA428596,SAMN08709018,MTB56-3115,Pathogen.cl,105199486,SAN RAFFAELE,missing,2010/2014,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3788814,uncalculated,uncalculated,missing,Tuberculosis,Homo sapiens,Illumina HiSeq 2500,Clinical isolate246,Not applicable,Not collected,56-3115_WGS,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2018-03-14T00:00:00Z,56-3115,SRP128089
SRR6832764,WGS,GCF_000195955.2,201,170875570,PRJNA428596,SAMN08709138,MTB75-1451,Pathogen.cl,77041457,SAN RAFFAELE,missing,2010/2014,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3788813,uncalculated,uncalculated,missing,Tuberculosis,Homo sapiens,Illumina HiSeq 2500,Clinical isolate366,Not applicable,Not collected,75-1451_WGS,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2018-03-14T00:00:00Z,75-1451,SRP128089
SRR6832765,WGS,GCF_000195955.2,201,283016342,PRJNA428596,SAMN08709137,MTB75-1345,Pathogen.cl,137761801,SAN RAFFAELE,missing,2010/2014,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3788812,uncalculated,uncalculated,missing,Tuberculosis,Homo sapiens,Illumina HiSeq 2500,Clinical isolate365,Not applicable,Not collected,75-1345_WGS,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2018-03-14T00:00:00Z,75-1345,SRP128089
SRR6832766,WGS,GCF_000195955.2,201,306648322,PRJNA428596,SAMN08709140,MTB75-3224,Pathogen.cl,159532992,SAN RAFFAELE,missing,2010/2014,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3788811,uncalculated,uncalculated,missing,Tuberculosis,Homo sapiens,Illumina HiSeq 2500,Clinical isolate368,Not applicable,Not collected,75-3224_WGS,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2018-03-14T00:00:00Z,75-3224,SRP128089
SRR6832767,WGS,GCF_000195955.2,201,268243779,PRJNA428596,SAMN08709139,MTB75-1734,Pathogen.cl,137716567,SAN RAFFAELE,missing,2010/2014,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3788810,uncalculated,uncalculated,missing,Tuberculosis,Homo sapiens,Illumina HiSeq 2500,Clinical isolate367,Not applicable,Not collected,75-1734_WGS,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2018-03-14T00:00:00Z,75-1734,SRP128089
SRR6832768,WGS,GCF_000195955.2,201,228176877,PRJNA428596,SAMN08709134,MTB74-1926,Pathogen.cl,110834487,SAN RAFFAELE,missing,2010/2014,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3788809,uncalculated,uncalculated,missing,Tuberculosis,Homo sapiens,Illumina HiSeq 2500,Clinical isolate362,Not applicable,Not collected,74-1926_WGS,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2018-03-14T00:00:00Z,74-1926,SRP128089
SRR6832769,WGS,GCF_000195955.2,201,217362100,PRJNA428596,SAMN08709133,MTB74-1740,Pathogen.cl,106490757,SAN RAFFAELE,missing,2010/2014,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3788808,uncalculated,uncalculated,missing,Tuberculosis,Homo sapiens,Illumina HiSeq 2500,Clinical isolate361,Not applicable,Not collected,74-1740_WGS,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2018-03-14T00:00:00Z,74-1740,SRP128089
